Thương hiệu,Model,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Số chỗ ngồi,Số cửa,Dẫn động,Giá thành,Loại nhiên liệu,Dung tích động cơ,Đơn vị động cơ,Tuổi
Mercedes Benz,C class,Used,0,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1999,Gas ,2.0,L,2
Toyota,Innova,Used,98000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,285,Gas ,2.0,L,12
Hyundai,i10,Used,46000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,320,Gas ,1.25,L,5
Toyota,Camry,Used,127000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,188,Gas ,3.0,L,23
Kia,Morning,Used,70000,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,210,Gas ,1.25,L,5
Toyota,Veloz,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,628,Gas ,1.5,L,0
Cadillac,Escalade,Used,80000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2550,Gas ,6.2,L,8
Porsche,Macan,Used,78000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1452,Gas ,2.0,L,8
Mitsubishi,Outlander,Used,110000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,465,Gas ,2.0,L,7
VinFast,Lux SA 2.0,Used,90000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,750,Gas ,2.0,L,4
Kia,Morning,Used,90000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,230,Gas ,1.25,L,9
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1358,Diesel ,2.0,L,0
Mercedes Benz,S class,Used,5800,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,4999,Gas ,3.0,L,1
Ford,Ranger,Used,89000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,628,Diesel ,2.0,L,4
Ford,Explorer,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2149,Gas ,2.3,L,0
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,620,Diesel ,2.0,L,0
Lexus,LX,Used,90000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,3150,Gas ,5.7,L,9
Honda,CRV,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,1259,Hybrid ,2.0,L,0
Subaru,Forester,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,929,Gas ,2.0,L,0
VinFast,Fadil,Used,16000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,345,Gas ,1.4,L,3
Toyota,Fortuner,Used,37000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,568,Gas ,2.7,L,7
Toyota,Corolla Cross,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,710,Gas ,1.8,L,0
Honda,City,Used,100000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,329,Gas ,1.5,L,7
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,831,Gas ,1.5,L,0
Lexus,LX,Used,50000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4790,Gas ,5.7,L,7
LandRover,Range Rover,Used,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,2300,Gas ,5.0,L,10
Mercedes Benz,GLC,Used,80000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,980,Gas ,2.0,L,7
Hyundai,i10,Used,40000,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,335,Gas ,1.25,L,2
Ford,Ranger,Used,107000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,562,Diesel ,3.2,L,6
Kia,Rio,Used,93000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,329,Gas ,1.4,L,8
Mercedes Benz,GLS,Used,54000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4100,Gas ,3.0,L,2
Toyota,Fortuner,Used,60000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,495,Gas ,2.7,L,8
Toyota,Vios,Used,30000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,465,Gas ,1.5,L,1
Hyundai,Palisade,New,0,Domestic,SUV,Automatic,6,5,Full Time 4 Wheel Drive,1589,Diesel ,2.2,L,0
Toyota,Corolla Cross,Used,8500,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,840,Hybrid ,1.8,L,1
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1429,Diesel ,2.2,L,0
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,1209,Diesel ,2.2,L,0
Ford,Tourneo,Used,77000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,620,Gas ,2.0,L,4
Honda,HRV,Used,34000,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,810,Gas ,1.5,L,1
Toyota,Vios,Used,70000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,355,Gas ,1.5,L,4
Hyundai,Elantra,Used,50000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,505,Gas ,1.6,L,3
Hyundai,Tucson,Used,76000,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,599,Gas ,2.0,L,7
Volvo,XC60,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2204,Gas ,2.0,L,0
Toyota,Raize,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,532,Gas ,1.0,L,0
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,604,Gas ,1.5,L,0
BMW,3 Series,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1659,Gas ,2.0,L,1
Mercedes Benz,GLC,Used,20,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,290,Gas ,2.0,L,1
Lexus,RX,Used,35000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3650,Gas ,3.5,L,1
Lexus,RX,Used,60000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2560,Gas ,3.5,L,5
Toyota,Vios,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,525,Gas ,1.5,L,0
BMW,5 Series,Used,90000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,577,Gas ,2.0,L,10
Mercedes Benz,C class,Used,118000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,188,Gas ,1.8,L,18
Kia,Morning,Used,93000,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,169,Gas ,1.25,L,8
Mercedes Benz,GLS,Used,20000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4586,Gas ,3.0,L,1
Toyota,Innova,Used,12000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,710,Gas ,2.0,L,0
Mercedes Benz,S class,Used,40000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,3999,Gas ,3.0,L,6
Lexus,RX,Used,40000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2789,Gas ,2.0,L,2
Toyota,Prado,Used,65000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,2138,Gas ,2.7,L,3
Hyundai,Tucson,Used,40000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,745,Gas ,2.0,L,2
Mercedes Benz,GLB,Used,7000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2599,Gas ,2.0,L,1
Mitsubishi,Grunder,Used,90000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,313,Gas ,2.4,L,13
Lexus,LM,New,0,Imported,Van/Minivan,Automatic,4,5,FWD - Front Wheel Drive,8610,Gas ,3.5,L,0
Hyundai,i10,Used,130000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,175,Gas ,1.25,L,13
Mercedes Benz,C class,Used,32000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,929,Gas ,2.0,L,4
Ford,Laser,Used,16800,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,88,Gas ,1.8,L,20
Mercedes Benz,GLC,Used,51488,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1719,Gas ,2.0,L,3
Mercedes Benz,S class,Used,50000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,2250,Gas ,3.0,L,5
BMW,5 Series,Used,74000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,950,Gas ,2.0,L,8
Ford,Fiesta,Used,58100,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,326,Gas ,1.0,L,7
Kia,K3,Used,68600,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,371,Gas ,2.0,L,9
Audi,Q5,Used,60000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,639,Gas ,2.0,L,11
Hyundai,Palisade,New,0,Domestic,SUV,Automatic,6,5,FWD - Front Wheel Drive,1469,Diesel ,2.2,L,0
Mercedes Benz,S class,Used,50000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,2199,Gas ,3.0,L,5
Porsche,Panamera,Used,40000,Imported,Sedan,Automatic,4,4,RFD - Rear Wheel Drive,3199,Gas ,3.0,L,5
VinFast,Lux SA 2.0,Used,50000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,795,Gas ,2.0,L,3
Kia,Morning,Used,85000,Imported,Van/Minivan,Automatic,2,5,FWD - Front Wheel Drive,198,Gas ,1.0,L,7
Mazda,2,Used,50000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,810,Gas ,2.5,L,2
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,1299,Diesel ,2.2,L,0
Ford,EcoSport,Used,58000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,430,Gas ,1.5,L,5
Mercedes Benz,C class,Used,30000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,950,Gas ,1.5,L,4
LandRover,Range Rover,Used,40000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2390,Gas ,3.0,L,9
Daewoo,Lacetti,Used,75000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,185,Gas ,1.6,L,14
Toyota,Camry,Used,19000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,235,Gas ,2.4,L,20
Ford,Ranger,Used,25000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,970,Diesel ,2.0,L,1
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1189,Diesel ,2.0,L,0
Toyota,Prado,Used,120000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1350,Gas ,2.7,L,7
Ford,EcoSport,Used,36600,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,450,Gas ,1.5,L,3
Ford,Ranger,Used,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,738,Diesel ,2.0,L,1
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1275,Diesel ,2.0,L,0
Mercedes Benz,C class,Used,28999,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,999,Gas ,1.5,L,2
Lexus,ES,Used,16000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,2399,Gas ,2.5,L,0
Toyota,Veloz,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,648,Gas ,1.5,L,0
Mercedes Benz,A class,Used,47000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,739,Gas ,2.0,L,7
Ford,Ranger,Used,25000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,970,Diesel ,2.0,L,1
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,831,Gas ,1.5,L,0
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,969,Diesel ,2.0,L,0
Ford,Explorer,Used,17000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1985,Gas ,2.3,L,1
Ford,Ranger,Used,107000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,562,Diesel ,3.2,L,6
Ford,Transit,New,0,Domestic,Van/Minivan,Manual,6,4,RFD - Rear Wheel Drive,875,Diesel ,2.2,L,0
Volvo,S90,Used,34000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,1578,Gas ,2.0,L,2
Mazda,2,Used,35000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,520,Diesel ,2.2,L,2
Jeep,Wrangler,Used,12000,Imported,SUV,Automatic,5,5,4WD - 4 Wheel Drive,2699,Gas ,2.0,L,2
Mercedes Benz,C class,Used,44295,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1168,Gas ,2.0,L,4
Honda,CRV,Used,100000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,450,Gas ,2.4,L,10
Mercedes Benz,C class,Used,20000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,138,Gas ,1.5,L,2
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,604,Gas ,1.5,L,0
LandRover,Range Rover,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,590,Gas ,2.0,L,2
Hyundai,SantaFe,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1180,Diesel ,2.2,L,0
Kia,Sorento,Used,80000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,680,Diesel ,2.2,L,4
Mitsubishi,Pajero Sport,Used,53000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,799,Diesel ,2.4,L,4
Mercedes Benz,E class,Used,73000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1245,Gas ,2.0,L,5
Kia,Carnival,Used,40000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1199,Diesel ,2.2,L,2
BMW,5 Series,Used,2700,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,2668,Gas ,2.0,L,1
Honda,Civic,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,700,Gas ,1.5,L,0
Chevrolet,Aveo,Used,9000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,155,Gas ,1.5,L,8
BMW,X7,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,5139,Gas ,3.0,L,0
Lexus,GX,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,5970,Gas ,4.6,L,0
Toyota,Camry,Used,46000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,880,Gas ,2.5,L,4
Ford,Everest,Used,18000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1120,Diesel ,2.0,L,1
Haval,H6,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,862,Hybrid ,1.5,L,0
Mercedes Benz,E class,Used,70000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,988,Gas ,2.0,L,6
Mercedes Benz,C class,Used,80000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,939,Hybrid ,1.5,L,5
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,914,Diesel ,2.0,L,0
Hyundai,Kona,Used,18000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,610,Gas ,1.6,L,1
Chevrolet,Captiva,Used,80000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,225,Gas ,2.4,L,16
Toyota,Fortuner,Used,20000,Imported,SUV,Automatic,8,5,RFD - Rear Wheel Drive,770,Gas ,2.7,L,4
Mercedes Benz,GLC,New,0,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2799,Gas ,2.0,L,0
Toyota,Corolla altis,Used,93000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,415,Gas ,1.8,L,10
Lexus,ES,Used,18000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1986,Gas ,2.5,L,2
Toyota,Innova,Used,86000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,315,Gas ,2.0,L,7
Mini,Cooper,Used,14000,Imported,Hatchback,Automatic,4,3,FWD - Front Wheel Drive,1456,Gas ,2.0,L,4
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,669,Diesel ,2.0,L,0
Mercedes Benz,GLC,New,0,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2799,Gas ,2.0,L,0
Mercedes Benz,S class,Used,70000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1850,Gas ,4.7,L,6
Ford,Ranger,New,0,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,1249,Diesel ,2.0,L,0
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,658,Gas ,1.5,L,0
Mercedes Benz,GLS,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,5249,Gas ,3.0,L,1
Ford,Ranger,Used,75000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,585,Diesel ,2.0,L,5
Toyota,Innova,Used,9600,Domestic,Crossover,Automatic,8,5,RFD - Rear Wheel Drive,299,Gas ,2.0,L,12
VinFast,Lux A 2.0,Used,30000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,689,Gas ,2.0,L,1
Mercedes Benz,ML Class,Used,90000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,295,Gas ,3.5,L,15
Suzuki,Super Carry Van,New,0,Domestic,Van/Minivan,Manual,2,5,RFD - Rear Wheel Drive,224,Gas ,1.0,L,1
Mazda,3,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,579,Gas ,1.5,L,0
Mercedes Benz,S class,New,0,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,4879,Gas ,3.0,L,1
Toyota,Yaris,Used,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,275,Gas ,1.3,L,13
Ford,EcoSport,Used,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,465,Gas ,1.5,L,4
Ford,Explorer,Used,30000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2129,Gas ,2.3,L,1
Audi,A4,Used,50000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,750,Gas ,2.0,L,7
Honda,HRV,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,820,Gas ,1.5,L,0
Mitsubishi,Xpander,New,0,Domestic,SUV,Manual,7,5,FWD - Front Wheel Drive,525,Gas ,1.5,L,0
Toyota,Venza,Used,80000,Imported,Crossover,Automatic,5,5,Full Time 4 Wheel Drive,485,Gas ,3.5,L,13
Kia,Sedona,Used,71667,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,745,Gas ,3.3,L,5
Kia,K3,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,739,Gas ,1.6,L,0
Mercedes Benz,E class,Used,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,678,Gas ,2.0,L,8
VinFast,Fadil,Used,21000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,330,Gas ,1.4,L,1
LandRover,Freelander,Used,120000,Imported,SUV,Automatic,5,5,4WD - 4 Wheel Drive,610,Gas ,2.0,L,10
Toyota,Raize,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,532,Gas ,1.0,L,0
Toyota,Alphard,Used,40000,Imported,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,3639,Gas ,3.5,L,2
Mitsubishi,Outlander,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,730,Gas ,2.0,L,0
Mazda,3,New,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,479,Gas ,1.5,L,0
Peugeot,5008,Used,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,899,Gas ,1.6,L,3
Ford,Explorer,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2339,Gas ,2.3,L,0
Chevrolet,Colorado,Used,24003,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,485,Diesel ,2.5,L,4
Cadillac,Escalade,Used,80000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2450,Gas ,6.2,L,8
Porsche,Macan,Used,78000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1389,Gas ,2.0,L,8
Mitsubishi,Xpander,Used,56000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,550,Gas ,1.5,L,2
Ford,Escape,Used,0,Domestic,SUV,Automatic,5,5,4WD - 4 Wheel Drive,95,Gas ,3.0,L,19
Honda,CRV,Used,60000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,699,Gas ,1.5,L,5
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,624,Gas ,1.5,L,0
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,914,Diesel ,2.0,L,0
Kia,Sorento,Used,55000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,670,Diesel ,2.2,L,5
Toyota,Veloz,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,628,Gas ,1.5,L,0
Ford,Fiesta,Used,90000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,335,Gas ,1.0,L,7
Hyundai,Kona,Used,38000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,550,Gas ,2.0,L,3
Ford,EcoSport,Used,60000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,385,Gas ,1.5,L,8
Mitsubishi,Jolie,Used,21000,Domestic,SUV,Manual,8,5,RFD - Rear Wheel Drive,110,Gas ,2.0,L,18
Toyota,Vios,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,530,Gas ,1.5,L,0
Hyundai,Tucson,Used,28000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,749,Gas ,2.0,L,2
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,1209,Diesel ,2.2,L,0
BMW,5 Series,Used,29000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1268,Gas ,1.6,L,5
Lexus,RX,Used,3200,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2850,Gas ,2.0,L,2
Mitsubishi,Outlander,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,730,Gas ,2.0,L,0
Mercedes Benz,S class,Used,85000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1490,Gas ,4.7,L,9
Haval,H6,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,862,Hybrid ,1.5,L,0
Lexus,ES,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,2620,Gas ,2.5,L,0
Honda,City,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,589,Gas ,1.5,L,0
LandRover,Range Rover,Used,50000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,3850,Gas ,5.0,L,8
Mercedes Benz,C class,Used,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,778,Gas ,2.0,L,6
Honda,Accord,Used,88000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,365,Gas ,2.0,L,12
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,721,Diesel ,2.0,L,0
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,663,Diesel ,2.0,L,0
BMW,5 Series,Used,90000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,577,Gas ,2.0,L,10
MG,5,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,484,Gas ,1.5,L,0
Mazda,2,Used,102000,Imported,Bán tải / Pickup,Manual,5,4,4WD - 4 Wheel Drive,345,Diesel ,2.2,L,8
MG,5,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,574,Gas ,1.5,L,0
Kia,Carens,Used,0,Imported,Crossover,Automatic,7,5,FWD - Front Wheel Drive,265,Diesel ,2.0,L,15
Toyota,Alphard,Used,50000,Imported,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,3799,Gas ,3.5,L,2
Mercedes Benz,S class,Used,108000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1199,Gas ,3.0,L,9
Mazda,6,Used,88000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,415,Gas ,2.0,L,8
Mitsubishi,Xpander,Used,45000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,528,Gas ,1.5,L,2
Honda,Brio,Used,50000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,335,Gas ,1.2,L,4
Hyundai,SantaFe,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1209,Hybrid ,1.6,L,1
Toyota,Prado,New,0,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,2625,Gas ,2.7,L,0
Mercedes Benz,GLC,Used,1500,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2669,Gas ,2.0,L,0
Honda,CRV,Used,110000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,335,Gas ,2.4,L,14
Ford,Ranger,Used,19000,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,738,Diesel ,2.0,L,1
Kia,Cerato,Used,30000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,530,Gas ,2.0,L,3
LandRover,Range Rover,Used,37000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,5399,Gas ,3.0,L,5
Mercedes Benz,S class,Used,39000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,4250,Gas ,3.0,L,2
Hyundai,Creta,Used,4000,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,678,Gas ,1.5,L,1
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,1209,Diesel ,2.2,L,0
Porsche,Macan,Used,26000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2780,Gas ,2.0,L,3
Mercedes Benz,GLC,Used,68000,Domestic,SUV,Automatic,5,5,RFD - Rear Wheel Drive,1150,Gas ,2.0,L,4
Hyundai,Avante,Used,6789,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,265,Gas ,2.0,L,10
Suzuki,XL7,Used,50000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,485,Gas ,1.5,L,3
Ford,Everest,Used,100000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,405,Diesel ,2.5,L,10
