Thương hiệu,Model,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Số chỗ ngồi,Số cửa,Dẫn động,Giá thành,Loại nhiên liệu,Dung tích động cơ,Đơn vị động cơ,Tuổi
Toyota,Fortuner,New,0,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1430,Diesel ,2.8,L,0
Nissan,Navara,New,0,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,765,Diesel ,2.3,L,0
Mercedes Benz,S class,Used,60000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1179,Gas ,3.0,L,9
Lexus,ES,Used,60000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1880,Gas ,2.5,L,4
Rolls Royce,Cullinan,Used,36000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,16399,Gas ,6.7,L,4
Ford,Explorer,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2439,Gas ,2.3,L,0
Hyundai,Accent,Used,29000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,459,Gas ,1.4,L,2
Hyundai,Elantra,Used,59000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,430,Gas ,1.6,L,2
Lexus,RX,Used,9000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3250,Gas ,2.0,L,1
Mini,Cooper,New,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,1929,Gas ,2.0,L,0
Suzuki,XL7,Used,10000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,489,Gas ,1.5,L,3
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,703,Diesel ,2.0,L,0
Mazda,CX5,Used,10000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,779,Gas ,2.0,L,1
Volvo,S90,Used,19000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,1978,Gas ,2.0,L,0
Kia,K5,Used,14000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,785,Gas ,2.0,L,1
Mazda,2,Used,27000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,795,Gas ,2.5,L,1
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,855,Gas ,1.5,L,0
Kia,Morning,Used,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,68,Gas ,1.0,L,14
Mazda,3,Used,2456,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,815,Gas ,2.0,L,0
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,954,Gas ,1.5,L,0
Toyota,Corolla Cross,Used,36000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,785,Gas ,1.8,L,2
Ford,Ranger,New,0,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,1188,Diesel ,2.0,L,0
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1188,Diesel ,2.0,L,0
Kia,Morning,Used,10000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,390,Gas ,1.25,L,1
Kia,Carnival,Used,10000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1330,Diesel ,2.2,L,1
Lexus,LX,Used,4000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,8200,Gas ,5.7,L,2
LandRover,Range Rover,Used,39000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,4500,Gas ,5.0,L,8
Lexus,ES,Used,12000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,280,Gas ,2.5,L,2
Lexus,ES,Used,69998,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1368,Gas ,2.5,L,6
Lexus,ES,Used,19000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,2350,Gas ,2.5,L,1
Mercedes Benz,E class,Used,112368,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,485,Gas ,1.8,L,12
Toyota,Sienna,Used,9000,Imported,Van/Minivan,Automatic,7,5,Full Time 4 Wheel Drive,4450,Hybrid ,2.5,L,2
Toyota,Corolla altis,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,765,Gas ,1.8,L,0
Lexus,RX,Used,25000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2950,Gas ,3.5,L,4
Lexus,LX,Used,25000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,6900,Gas ,5.7,L,4
Kia,Carnival,Used,26000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1330,Diesel ,2.2,L,1
Kia,Carnival,Used,20000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1330,Diesel ,2.2,L,1
Lexus,RX,Used,73200,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1458,Gas ,3.5,L,9
Lexus,ES,Used,50000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1996,Gas ,2.5,L,3
Toyota,Land Cruiser,Used,38000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,3786,Gas ,4.6,L,4
Suzuki,Swift,Used,12500,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,499,Gas ,1.2,L,2
Mercedes Benz,GLC,Used,64360,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1220,Gas ,2.0,L,5
Audi,Q7,Used,37000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2799,Gas ,3.0,L,3
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1799,Gas ,3.5,L,0
Toyota,Fortuner,Used,15000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,130,Gas ,2.7,L,1
Kia,Sportage,Used,14000,Domestic,Crossover,Automatic,5,5,Full Time 4 Wheel Drive,928,Gas ,1.6,L,1
BMW,X6,Used,40000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1550,Gas ,3.0,L,6
Toyota,Avanza,Used,51000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,555,Gas ,1.5,L,1
Ford,Everest,Used,2000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1475,Diesel ,2.0,L,0
Hyundai,Accent,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,270,Gas ,1.4,L,12
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1210,Diesel ,2.0,L,0
Lexus,LX,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,9610,Gas ,3.4,L,0
Lexus,RX,Used,8000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,350,Gas ,2.0,L,1
MG,5,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,530,Gas ,1.5,L,0
Nissan,Almera,Used,27000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,488,Gas ,1.0,L,1
Mercedes Benz,E class,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,2470,Gas ,2.0,L,1
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,485,Gas ,2.0,L,5
Hyundai,SantaFe,Used,22000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1140,Diesel ,2.2,L,2
Mazda,CX5,Used,23000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,680,Gas ,2.0,L,3
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1210,Diesel ,2.0,L,0
Hyundai,Stargazer,New,0,Imported,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,560,Gas ,1.5,L,0
Kia,Sorento,Used,60000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,725,Diesel ,2.2,L,4
Suzuki,Swift,Used,13000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,500,Gas ,1.2,L,2
Toyota,Corolla Cross,Used,23000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,717,Gas ,1.8,L,3
Mercedes Benz,GLS,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,5249,Gas ,3.0,L,0
Toyota,Veloz,Used,39400,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,610,Gas ,1.5,L,0
Daewoo,Lacetti,Used,150000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,175,Gas ,1.6,L,13
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,504,Gas ,1.4,L,0
Mercedes Benz,Maybach,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,11900,Gas ,4.0,L,0
Mercedes Benz,Maybach,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,11900,Gas ,4.0,L,0
Toyota,Land Cruiser,Used,120000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,2200,Gas ,4.6,L,9
Mercedes Benz,GLC,Used,50000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1179,Gas ,2.0,L,5
Ford,Everest,Used,140000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,785,Diesel ,2.0,L,4
VinFast,Lux A 2.0,Used,35000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,568,Gas ,2.0,L,3
Volvo,S90,Used,34000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,1578,Gas ,2.0,L,2
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,889,Diesel ,2.0,L,0
Mercedes Benz,S class,Used,123456,Imported,Sedan,Automatic,4,4,RFD - Rear Wheel Drive,355,Gas ,3.5,L,15
Porsche,Cayenne,Used,132000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,555,Gas ,3.6,L,14
Honda,CRV,Used,65000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,869,Gas ,1.5,L,2
Kia,Rio,Used,100000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,285,Gas ,1.4,L,11
Hyundai,Accent,Used,92000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,330,Gas ,1.4,L,9
Toyota,Land Cruiser,Used,100000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,2950,Gas ,4.6,L,7
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,954,Gas ,1.5,L,0
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,520,Gas ,2.0,L,4
Lexus,LX,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,11600,Gas ,3.4,L,0
Toyota,Innova,Used,90155,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,485,Gas ,2.0,L,6
Honda,City,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,569,Gas ,1.5,L,0
Kia,K5,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,904,Gas ,2.0,L,0
Ford,Everest,Used,20000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1185,Diesel ,2.0,L,1
Mercedes Benz,Maybach,New,0,Imported,Sedan,Automatic,4,5,Full Time 4 Wheel Drive,15890,Gas ,6.0,L,0
Lexus,LX,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,8500,Gas ,3.4,L,0
Ford,Explorer,Used,76000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,999,Gas ,2.3,L,6
LandRover,Range Rover,Used,26000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,4200,Gas ,5.0,L,7
Honda,BR V,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,705,Gas ,1.5,L,0
LandRover,Range Rover,Used,15000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,6300,Hybrid ,2.0,L,4
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,468,Gas ,1.4,L,0
BMW,7 Series,New,0,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,4499,Gas ,3.0,L,0
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1235,Diesel ,2.0,L,0
Nissan,X trail,Used,70000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,520,Gas ,2.0,L,6
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,499,Gas ,1.4,L,0
Mercedes Benz,GLS,Used,2345,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4789,Gas ,3.0,L,1
Mazda,2,Used,70000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,395,Diesel ,2.2,L,6
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,829,Gas ,2.0,L,0
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,677,Diesel ,2.0,L,0
Lexus,LX,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,9100,Gas ,3.4,L,0
Mitsubishi,Xpander,Used,38000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,575,Gas ,1.5,L,2
Toyota,Fortuner,Used,80000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,465,Gas ,2.7,L,8
Lexus,GX,Used,50000,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,1390,Gas ,4.6,L,14
Kia,Soluto,Used,28000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,364,Gas ,1.4,L,1
Peugeot,3008,Used,40000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,755,Gas ,1.6,L,3
Mazda,3,Used,4365,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,599,Gas ,1.5,L,1
Peugeot,3008,Used,12000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,868,Gas ,1.6,L,1
Suzuki,XL7,Used,14000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,498,Gas ,1.5,L,2
Hyundai,Accent,Used,38000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,449,Gas ,1.4,L,2
Hyundai,SantaFe,Used,72000,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,595,Gas ,2.4,L,8
Nissan,Teana,Used,110000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,490,Gas ,2.5,L,10
Volvo,S90,Used,19000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1539,Gas ,2.0,L,3
Nissan,X trail,Used,69000,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,545,Gas ,2.5,L,6
Ford,Everest,Used,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,825,Diesel ,2.0,L,2
Lexus,LX,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,8500,Gas ,3.4,L,0
Kia,Sedona,Used,0,Imported,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,500,Gas ,3.3,L,9
Lexus,GS,Used,0,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,450,Gas ,3.5,L,16
Toyota,Corolla altis,Used,50000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,490,Gas ,1.8,L,6
Mercedes Benz,GLC,Used,79000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1199,Gas ,2.0,L,5
Toyota,Yaris,Used,9500,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,363,Gas ,1.3,L,8
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1419,Diesel ,2.2,L,0
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,899,Diesel ,2.0,L,0
Kia,Rio,Used,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,310,Gas ,1.4,L,9
Nissan,Teana,Used,100000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,320,Gas ,2.0,L,12
Toyota,Venza,Used,75000,Imported,Crossover,Automatic,5,5,Full Time 4 Wheel Drive,449,Gas ,3.5,L,13
Toyota,Corolla Cross,Used,25000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,775,Gas ,1.8,L,2
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,855,Gas ,1.5,L,0
Peugeot,3008,Used,35000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,850,Gas ,1.6,L,2
Mazda,3,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,459,Gas ,1.5,L,0
Mercedes Benz,C class,Used,80000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,390,Gas ,1.8,L,12
Kia,Sonet,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,519,Gas ,1.5,L,0
Suzuki,XL7,Used,11000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,520,Gas ,1.5,L,2
Kia,Seltos,Used,43000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,565,Gas ,1.4,L,3
Mercedes Benz,GLC,Used,60000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1259,Gas ,2.0,L,4
Mitsubishi,Outlander,Used,50000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,565,Gas ,2.0,L,5
Toyota,Corolla altis,Used,68239,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,485,Gas ,1.8,L,7
Haval,H6,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,852,Hybrid ,1.5,L,0
Toyota,Fortuner,Used,110000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,395,Gas ,2.7,L,11
Volvo,S90,Used,29000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,1799,Gas ,2.0,L,2
Audi,Q5,Used,68000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,580,Gas ,2.0,L,11
BMW,5 Series,Used,13000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,2566,Gas ,2.0,L,1
Lexus,LX,Used,80000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,6790,Gas ,5.7,L,4
Mazda,CX5,Used,23000,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,789,Gas ,2.0,L,1
Suzuki,Super Carry Van,Used,40000,Domestic,Van/Minivan,Manual,2,5,RFD - Rear Wheel Drive,189,Gas ,1.0,L,4
Hyundai,i10,Used,0,Imported,Hatchback,Manual,5,5,FWD - Front Wheel Drive,150,Gas ,1.0,L,9
MG,5,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,588,Gas ,1.5,L,0
Toyota,Corolla altis,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,585,Gas ,1.8,L,4
Honda,Brio,Used,30000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,365,Gas ,1.2,L,4
Mazda,CX5,Used,130000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,520,Gas ,2.5,L,7
Hyundai,Accent,Used,23000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,475,Gas ,1.4,L,2
Hyundai,Kona,Used,45000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,499,Gas ,2.0,L,4
Lexus,ES,Used,10000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,2990,Hybrid ,2.5,L,1
Subaru,Forester,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,799,Gas ,2.0,L,0
Toyota,Fortuner,Used,86000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,765,Gas ,2.7,L,6
Volvo,S90,Used,21000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,1979,Gas ,2.0,L,1
Mercedes Benz,GLS,Used,22526,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4590,Gas ,3.0,L,1
Toyota,Raize,Used,29000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,545,Gas ,1.0,L,1
Toyota,Fortuner,Used,120000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,425,Gas ,2.7,L,10
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,776,Diesel ,2.0,L,0
Lexus,LX,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,9610,Gas ,3.4,L,0
Subaru,Forester,Used,14000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,699,Gas ,2.0,L,3
Volvo,XC60,Used,27000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1738,Gas ,2.0,L,2
Mercedes Benz,S class,Used,25000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,2880,Gas ,3.0,L,3
BMW,3 Series,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1839,Gas ,2.0,L,0
Toyota,Camry,Used,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,326,Gas ,2.0,L,14
Mercedes Benz,C class,Used,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,199,Gas ,2.0,L,5
VinFast,Lux A 2.0,Used,26000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,580,Gas ,2.0,L,4
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,219,Gas ,2.0,L,15
Kia,Sedona,Used,50000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,979,Diesel ,2.2,L,2
Mercedes Benz,GL,Used,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1488,Gas ,4.7,L,10
Hyundai,Accent,Used,30000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,489,Gas ,1.4,L,1
Lexus,RX,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3430,Gas ,2.4,L,0
Toyota,Innova,Used,2000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,730,Gas ,2.0,L,1
Toyota,Corolla altis,Used,18000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,615,Gas ,1.8,L,3
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1355,Diesel ,2.0,L,0
Ford,Everest,Used,11000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1220,Diesel ,2.0,L,1
Mercedes Benz,GLC,Used,30000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1850,Gas ,2.0,L,2
Rolls Royce,Cullinan,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,22399,Gas ,6.7,L,1
Toyota,Veloz,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,623,Gas ,1.5,L,0
Honda,City,Used,60000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,420,Gas ,1.5,L,4
Honda,CRV,Used,68000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,845,Gas ,1.5,L,3
Toyota,Corolla Cross,Used,18000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,699,Gas ,1.8,L,2
Hyundai,Tucson,Used,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,239,Gas ,2.0,L,14
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1210,Diesel ,2.0,L,0
Hyundai,Accent,Used,29000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,459,Gas ,1.4,L,2
Ford,Territory,Used,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,839,Gas ,1.5,L,0
Toyota,Vios,Used,18000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,490,Gas ,1.5,L,1
Nissan,X trail,Used,0,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,635,Gas ,2.5,L,5
Hyundai,Kona,Used,60000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,540,Gas ,2.0,L,3
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1209,Diesel ,2.0,L,0
Kia,Sedona,Used,68000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,795,Diesel ,2.2,L,5
Kia,K5,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,859,Gas ,2.0,L,0
VinFast,VF9,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1685,Electric ,0.2,L,0
Kia,Sportage,Used,20000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,920,Diesel ,2.0,L,1
Porsche,Macan,Used,40000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2389,Gas ,2.0,L,3
Toyota,Corolla Cross,Used,44000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,720,Gas ,1.8,L,3
Mazda,3,Used,47000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,565,Gas ,1.5,L,2
Mercedes Benz,C class,Used,30000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,143,Gas ,2.0,L,2
BMW,3 Series,Used,72000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,569,Gas ,2.0,L,8
Toyota,Rush,Used,85000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,500,Gas ,1.5,L,4
Toyota,Veloz,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,583,Gas ,1.5,L,0
Toyota,Corolla Cross,Used,44000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,715,Gas ,1.8,L,3
MG,5,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,465,Gas ,1.5,L,0
Kia,Cerato,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,405,Gas ,1.6,L,6
Toyota,Yaris,Used,87000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,245,Gas ,1.3,L,15
Toyota,Fortuner,Used,18000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,130,Gas ,2.7,L,1
Toyota,Highlander,Used,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,455,Gas ,2.7,L,14
Hyundai,i10,Used,16000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,365,Gas ,1.25,L,3
VinFast,VF8,New,0,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,190,Electric ,0.2,L,0
Toyota,Innova,Used,80000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,488,Gas ,2.0,L,5
Nissan,X trail,Used,42000,Domestic,SUV,Automatic,7,5,4WD - 4 Wheel Drive,565,Gas ,2.5,L,6
Hyundai,Accent,Used,50000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,398,Gas ,1.4,L,3
Hyundai,SantaFe,Used,30000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1185,Diesel ,2.2,L,1
Hyundai,Accent,Used,9000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,480,Gas ,1.4,L,1
